id_kol,nama_lengkap,username,sosial_media,jenis_kol,jumlah_followers,link_media_sosial,alamat_kol,ctr_%,engagement_rate_%,avg_likes,avg_comments,conversion_rate_%,roi_%,estimated_price_per_post_idr,partner
440994042203453,Lina,kol-lina,instagram,ig-kol,11792,https://www.instagram.com/lina,Depok,2.8,1.53,117,5,0.79,-13.46,20559579,partner exclusif
652101144743190,Zainal,kol-zainal,instagram,ig-kol,889,https://www.instagram.com/zainal,Manado,1.04,9.45,68,5,3.07,410.23,192535,influencer
700712351823097,Irfan Hartono,kol-irfanhartono,instagram,ig-kol,134063,https://www.instagram.com/irfanhartono,Sorong,2.87,2.43,2589,105,1.56,475.67,224392289,partner exclusif
609526188216312,Tasya,kol-tasya,tiktok,tiktok-kol,719,https://www.tiktok.com/@tasya,Bekasi,8.85,1.59,11,0,1.95,575.95,219378,influencer
131514356387037,Lukman Budi,kol-lukmanbudi,facebook,fb-kol,234288,https://www.facebook.com/lukmanbudi,Mamuju,5.76,9.02,14732,374,0.8,36.67,206688979,partner exclusif
254854757863630,Farah Hartono,kol-farahhartono,instagram,ig-kol,25374,https://www.instagram.com/farahhartono,Madiun,6.56,7.45,1613,85,1.63,270.4,23088365,partner exclusif
824058657236092,Intan,kol-intan,facebook,fb-kol,460,https://www.facebook.com/intan,Yogyakarta,3.47,6.27,19,0,3.3,7.14,118039,influencer
103990751526174,Grace Ayuni,kol-graceayuni,facebook,fb-kol,182,https://www.facebook.com/graceayuni,Binjai,6.74,14.09,19,1,3.55,490.66,189363,influencer
959846832535734,Hadi,kol-hadi,instagram,ig-kol,105121,https://www.instagram.com/hadi,Mataram,5.18,1.74,1891,100,2.53,387.67,262840346,partner exclusif
955504128223552,Siti,kol-siti,facebook,fb-kol,118,https://www.facebook.com/siti,Padang,1.71,13.38,6,0,1.08,175.24,454500,influencer
107384882660733,Rendy Sulaiman,kol-rendysulaiman,tiktok,tiktok-kol,12592,https://www.tiktok.com/@rendysulaiman,Cirebon,10.8,10.6,1409,36,3.21,3.17,22336872,partner exclusif
331050305711546,Joko Pandu,kol-jokopandu,facebook,fb-kol,891,https://www.facebook.com/jokopandu,Palu,0.7,11.03,70,3,2.98,292.93,166436,influencer
236713886492617,Rizky,kol-rizky,tiktok,tiktok-kol,1102,https://www.tiktok.com/@rizky,Mataram,3.27,6.56,69,4,0.57,236.42,2032043,partner exclusif
252524716056012,Ahmad,kol-ahmad,facebook,fb-kol,968038,https://www.facebook.com/ahmad,Samarinda,10.44,12.34,49095,3026,0.57,259.04,37212800,partner exclusif
957945019570934,Ani,kol-ani,tiktok,tiktok-kol,4694,https://www.tiktok.com/@ani,Pontianak,3.33,12.81,558,40,0.11,517.79,2121195,partner exclusif
923317568645436,Agus Kurnia,kol-aguskurnia,instagram,ig-kol,48881,https://www.instagram.com/aguskurnia,Madiun,2.91,14.68,5748,395,3.13,524.78,3988711,partner exclusif
651057181039937,Mega Firmansyah,kol-megafirmansyah,tiktok,tiktok-kol,31552,https://www.tiktok.com/@megafirmansyah,Tangerang,8.24,3.19,514,32,4.49,543.93,17430563,partner exclusif
745673841107024,Maya Fitri,kol-mayafitri,tiktok,tiktok-kol,190243,https://www.tiktok.com/@mayafitri,Makassar,7.38,4.15,6740,228,1.17,406.17,217876963,partner exclusif
495567014882590,Hadi Santoso,kol-hadisantoso,instagram,ig-kol,536473,https://www.instagram.com/hadisantoso,BandaAceh,5.93,5.01,20589,717,2.03,5.93,229211827,partner exclusif
946051585330488,Lina,kol-lina,tiktok,tiktok-kol,1788,https://www.tiktok.com/@lina,Binjai,4.84,4.71,89,4,2.12,360.14,728785,partner exclusif
615013881170379,Dewi Hartono,kol-dewihartono,facebook,fb-kol,797504,https://www.facebook.com/dewihartono,Prabumulih,9.58,10.83,43084,1157,2.25,205.02,231205339,partner exclusif
264460826821031,Siska Syahputra,kol-siskasyahputra,tiktok,tiktok-kol,1351621,https://www.tiktok.com/@siskasyahputra,Balikpapan,0.14,11.53,63859,3184,2.5,480.62,289927968,partner exclusif
730738878041834,Yudha,kol-yudha,instagram,ig-kol,909080,https://www.instagram.com/yudha,Sorong,0.68,6.37,31421,1895,3.06,408.74,120251242,partner exclusif
635931556416790,Zainal Pratama,kol-zainalpratama,tiktok,tiktok-kol,28673,https://www.tiktok.com/@zainalpratama,Palu,11.75,8.03,1082,69,3.03,468.67,12636406,partner exclusif
303571335981894,Naufal Sandi,kol-naufalsandi,tiktok,tiktok-kol,274758,https://www.tiktok.com/@naufalsandi,Manado,11.99,6.33,11601,622,3.19,-13.0,133011523,partner exclusif
373526783920968,Ayuni Kusuma,kol-ayunikusuma,instagram,ig-kol,466,https://www.instagram.com/ayunikusuma,Binjai,5.58,13.01,68,3,4.07,555.23,79371,influencer
513020579134833,Fitri,kol-fitri,instagram,ig-kol,107987,https://www.instagram.com/fitri,Banten,3.84,0.67,529,26,1.2,260.18,187472549,partner exclusif
838177076222576,Ricky,kol-ricky,tiktok,tiktok-kol,763,https://www.tiktok.com/@ricky,TanjungPinang,0.53,5.94,49,1,1.56,7.3,494661,influencer
306341461041558,Maya Wijaya,kol-mayawijaya,tiktok,tiktok-kol,1323332,https://www.tiktok.com/@mayawijaya,Kendari,6.76,1.72,18983,1005,1.36,564.83,177078187,partner exclusif
567422869366784,Ria Hidayat,kol-riahidayat,tiktok,tiktok-kol,116466,https://www.tiktok.com/@riahidayat,Palembang,8.08,8.1,11122,727,2.33,61.71,276403712,partner exclusif
603452214026495,Rian,kol-rian,instagram,ig-kol,434176,https://www.instagram.com/rian,BandaAceh,3.46,5.36,20008,1010,2.03,422.85,82435147,partner exclusif
345658360215787,Mega Meli,kol-megameli,tiktok,tiktok-kol,151370,https://www.tiktok.com/@megameli,Yogyakarta,8.57,12.58,9359,522,1.63,40.55,264023644,partner exclusif
956588099059120,Naufal,kol-naufal,facebook,fb-kol,8380,https://www.facebook.com/naufal,Mataram,2.55,13.19,707,48,3.4,549.47,2323377,partner exclusif
296100744906447,Clara,kol-clara,facebook,fb-kol,4430,https://www.facebook.com/clara,Bengkulu,4.64,8.27,341,17,0.95,218.45,2011156,partner exclusif
395004359075872,Ria Nugroho,kol-rianugroho,instagram,ig-kol,23680,https://www.instagram.com/rianugroho,Prabumulih,5.46,5.46,709,40,2.89,505.02,10944010,partner exclusif
845474972097750,Pandu Oki,kol-panduoki,facebook,fb-kol,154887,https://www.facebook.com/panduoki,Probolinggo,11.53,1.36,1910,130,1.57,12.72,209439947,partner exclusif
228011514827478,Indah Pratama,kol-indahpratama,facebook,fb-kol,1817979,https://www.facebook.com/indahpratama,Pekanbaru,9.73,9.44,108025,2695,2.53,507.9,174168937,partner exclusif
671133775374180,Dewi,kol-dewi,tiktok,tiktok-kol,400501,https://www.tiktok.com/@dewi,Medan,9.06,6.31,17855,1065,3.63,83.72,210261119,partner exclusif
382546267569300,Nur,kol-nur,facebook,fb-kol,1291900,https://www.facebook.com/nur,Samarinda,1.26,8.06,71125,5025,3.06,384.28,171345960,partner exclusif
967181685986249,Agus Nugroho,kol-agusnugroho,tiktok,tiktok-kol,88788,https://www.tiktok.com/@agusnugroho,Banten,4.28,10.93,5837,129,3.1,15.27,22935982,partner exclusif
381092361546142,Grace,kol-grace,facebook,fb-kol,768270,https://www.facebook.com/grace,Medan,9.26,4.99,20302,496,3.89,217.34,203592648,partner exclusif
955944877509845,Rian Prasetyo,kol-rianprasetyo,instagram,ig-kol,220252,https://www.instagram.com/rianprasetyo,Samarinda,0.32,7.57,15377,308,0.2,222.1,106393642,partner exclusif
203168630671175,Putri,kol-putri,facebook,fb-kol,1941757,https://www.facebook.com/putri,Malang,7.8,5.61,117938,4765,4.21,451.48,180670375,partner exclusif
286468159016490,Nur Mukhlis,kol-nurmukhlis,facebook,fb-kol,2106,https://www.facebook.com/nurmukhlis,Tasikmalaya,6.45,12.55,201,16,0.19,14.75,679577,partner exclusif
848963951877531,Agus Pratama,kol-aguspratama,instagram,ig-kol,338863,https://www.instagram.com/aguspratama,Semarang,1.26,9.25,33485,798,4.09,50.79,143418974,partner exclusif
800975267411242,Hadi Hartono,kol-hadihartono,instagram,ig-kol,24001,https://www.instagram.com/hadihartono,Surabaya,5.32,13.9,1443,38,4.24,359.71,8293334,partner exclusif
968954620118941,Teguh,kol-teguh,facebook,fb-kol,14126,https://www.facebook.com/teguh,Binjai,11.41,9.48,1374,56,0.03,126.1,6942908,partner exclusif
518753163730783,Budi,kol-budi,instagram,ig-kol,1206,https://www.instagram.com/budi,Surabaya,7.44,13.37,123,3,0.27,313.16,1162891,partner exclusif
405214472217995,Rian,kol-rian,instagram,ig-kol,420,https://www.instagram.com/rian,Malang,11.14,6.93,21,1,3.6,371.85,191397,influencer
429998409754386,Rian Nugroho,kol-riannugroho,instagram,ig-kol,510910,https://www.instagram.com/riannugroho,BandaAceh,2.68,7.21,28372,592,2.15,521.01,158053493,partner exclusif
787047847346808,Naufal Hadi,kol-naufalhadi,tiktok,tiktok-kol,95786,https://www.tiktok.com/@naufalhadi,Bekasi,4.94,3.43,2256,77,4.99,-10.12,13228619,partner exclusif
968136315072921,Lina Maulana,kol-linamaulana,instagram,ig-kol,100544,https://www.instagram.com/linamaulana,Prabumulih,7.39,8.71,4954,303,3.11,188.13,54426792,partner exclusif
445176526798908,Ratna,kol-ratna,facebook,fb-kol,799,https://www.facebook.com/ratna,Denpasar,8.97,3.54,19,1,3.4,151.83,83223,influencer
146944701088535,Dewi Syahputra,kol-dewisyahputra,tiktok,tiktok-kol,1739,https://www.tiktok.com/@dewisyahputra,Mamuju,11.48,1.82,20,1,2.49,522.5,2683922,partner exclusif
229615117971195,Fiona,kol-fiona,facebook,fb-kol,8224,https://www.facebook.com/fiona,Medan,3.72,2.15,182,6,1.31,280.23,1708573,partner exclusif
441430793742995,Lia Wibowo,kol-liawibowo,facebook,fb-kol,110003,https://www.facebook.com/liawibowo,Surabaya,8.02,14.67,8365,392,4.88,310.86,90224459,partner exclusif
436157710869934,Iwan,kol-iwan,instagram,ig-kol,2862,https://www.instagram.com/iwan,Jambi,1.44,7.29,90,5,0.59,-4.63,1424276,partner exclusif
749828948150248,Andi,kol-andi,facebook,fb-kol,470151,https://www.facebook.com/andi,Banten,4.5,5.72,16881,693,4.89,522.07,72029158,partner exclusif
235088354002984,Dewi,kol-dewi,instagram,ig-kol,240,https://www.instagram.com/dewi,Malang,4.97,13.73,24,1,3.55,448.25,121789,influencer
426983702514630,Vina Ruslan,kol-vinaruslan,facebook,fb-kol,59326,https://www.facebook.com/vinaruslan,Kendari,0.44,11.52,5429,425,3.0,204.29,19122431,partner exclusif
338726353112749,Vina,kol-vina,tiktok,tiktok-kol,1765,https://www.tiktok.com/@vina,Probolinggo,6.4,14.06,201,13,0.92,38.6,1201018,partner exclusif
508943388573708,Ahmad Nugroho,kol-ahmadnugroho,tiktok,tiktok-kol,377244,https://www.tiktok.com/@ahmadnugroho,Bengkulu,9.56,8.47,30410,2346,4.23,421.78,86185425,partner exclusif
117501206779291,Bayu Fikri,kol-bayufikri,instagram,ig-kol,346,https://www.instagram.com/bayufikri,Palu,1.65,1.36,4,0,0.4,460.31,447061,influencer
875791707998461,Siti Nasution,kol-sitinasution,facebook,fb-kol,1124355,https://www.facebook.com/sitinasution,Palembang,11.39,5.35,31788,1591,3.65,129.93,61688169,partner exclusif
750312639452810,Dedi,kol-dedi,instagram,ig-kol,835,https://www.instagram.com/dedi,Denpasar,2.81,1.87,19,1,0.56,64.27,449650,influencer
781312842447757,Meli Saputra,kol-melisaputra,facebook,fb-kol,13020,https://www.facebook.com/melisaputra,Palembang,1.35,6.68,806,20,0.73,228.39,22815812,partner exclusif
100693616007772,Yuli,kol-yuli,instagram,ig-kol,1767530,https://www.instagram.com/yuli,Surabaya,6.19,2.38,32127,878,2.45,123.11,97267324,partner exclusif
505837417416665,Fiona,kol-fiona,facebook,fb-kol,22440,https://www.facebook.com/fiona,Jambi,11.44,0.67,112,8,1.92,175.03,15627759,partner exclusif
238576349402230,Mega,kol-mega,instagram,ig-kol,1358,https://www.instagram.com/mega,Bandung,7.13,5.79,74,5,1.43,18.08,2976583,partner exclusif
693358163573634,Sandi Hidayat,kol-sandihidayat,tiktok,tiktok-kol,122,https://www.tiktok.com/@sandihidayat,Jayapura,3.98,7.02,9,0,4.51,145.3,414882,influencer
130842763845246,Siska,kol-siska,facebook,fb-kol,833,https://www.facebook.com/siska,Lhokseumawe,3.26,4.6,33,2,3.13,573.92,426285,influencer
702427784896822,Meli Siti,kol-melisiti,facebook,fb-kol,105938,https://www.facebook.com/melisiti,Kendari,10.37,8.74,5281,410,3.71,269.72,257854058,partner exclusif
220725607708320,Hendra,kol-hendra,tiktok,tiktok-kol,308,https://www.tiktok.com/@hendra,Bandung,2.38,3.83,13,1,2.8,250.4,389173,influencer
382183537241194,Farah Septian,kol-farahseptian,tiktok,tiktok-kol,5094,https://www.tiktok.com/@farahseptian,Binjai,10.09,12.67,380,21,2.51,54.8,2934456,partner exclusif
533690770962367,Erna,kol-erna,instagram,ig-kol,102112,https://www.instagram.com/erna,Denpasar,1.44,8.28,6594,229,1.4,466.25,102798785,partner exclusif
814386720747934,Rizky,kol-rizky,instagram,ig-kol,108,https://www.instagram.com/rizky,Banten,11.53,13.93,17,1,4.68,449.13,205935,influencer
671463015987867,Ricky Putra,kol-rickyputra,facebook,fb-kol,193,https://www.facebook.com/rickyputra,Yogyakarta,5.11,10.99,18,1,3.48,452.42,386264,influencer
399669917144203,Ria,kol-ria,instagram,ig-kol,557,https://www.instagram.com/ria,Kendari,7.16,5.05,18,0,1.84,223.97,247824,influencer
286926441226936,Agus,kol-agus,instagram,ig-kol,361459,https://www.instagram.com/agus,Cirebon,5.98,3.52,7157,549,4.07,145.05,290304511,partner exclusif
329999570263339,Dewi Kusuma,kol-dewikusuma,instagram,ig-kol,1552101,https://www.instagram.com/dewikusuma,Medan,4.83,3.34,36640,1663,2.99,25.29,56542410,partner exclusif
949234928954174,Satria Santoso,kol-satriasantoso,facebook,fb-kol,13174,https://www.facebook.com/satriasantoso,Bandung,4.14,7.13,443,28,2.17,141.45,13511583,partner exclusif
495417132287856,Rizky,kol-rizky,instagram,ig-kol,169,https://www.instagram.com/rizky,Bandung,1.87,3.6,3,0,3.53,250.59,309475,influencer
459810864950969,Satria Hadi,kol-satriahadi,facebook,fb-kol,598,https://www.facebook.com/satriahadi,Bogor,11.05,3.84,18,0,1.65,156.25,406851,influencer
122730234691287,Ratna,kol-ratna,facebook,fb-kol,360,https://www.facebook.com/ratna,Cirebon,10.37,12.06,27,2,3.72,319.24,365774,influencer
644034261465249,Farah Meli,kol-farahmeli,tiktok,tiktok-kol,379039,https://www.tiktok.com/@farahmeli,Denpasar,6.2,7.45,31297,1521,2.82,242.3,251847472,partner exclusif
406522051611308,Aulia Kusuma,kol-auliakusuma,facebook,fb-kol,764567,https://www.facebook.com/auliakusuma,Prabumulih,10.11,7.94,38633,883,0.39,7.96,82784580,partner exclusif
403064467738669,Putri,kol-putri,facebook,fb-kol,8615,https://www.facebook.com/putri,Palembang,9.71,5.25,513,35,1.06,28.5,1587657,partner exclusif
467134401179485,Ayuni Kusuma,kol-ayunikusuma,tiktok,tiktok-kol,115,https://www.tiktok.com/@ayunikusuma,Balikpapan,1.43,0.44,1,0,1.05,382.15,390650,influencer
135799820055268,Irfan,kol-irfan,tiktok,tiktok-kol,2728,https://www.tiktok.com/@irfan,Manado,1.32,12.74,259,12,2.48,338.77,2824921,partner exclusif
874873496349126,Oki,kol-oki,instagram,ig-kol,100007,https://www.instagram.com/oki,TanjungPinang,0.35,4.46,2470,100,1.17,116.22,207081378,partner exclusif
418800461223308,Yudha Dedi,kol-yudhadedi,facebook,fb-kol,13089,https://www.facebook.com/yudhadedi,Pekanbaru,9.54,14.16,1473,50,2.79,599.54,15038885,partner exclusif
681551123777481,Farah Hartono,kol-farahhartono,facebook,fb-kol,39725,https://www.facebook.com/farahhartono,Tarakan,1.34,0.95,437,30,4.81,448.57,6553141,partner exclusif
746275714989569,Putri Intan,kol-putriintan,instagram,ig-kol,1480595,https://www.instagram.com/putriintan,Denpasar,9.25,0.3,4743,230,1.44,86.18,167816054,partner exclusif
167652465379025,Maya,kol-maya,facebook,fb-kol,1144554,https://www.facebook.com/maya,Kendari,1.11,4.86,65947,1969,0.32,450.7,106041789,partner exclusif
153785525336085,Zainal Firmansyah,kol-zainalfirmansyah,tiktok,tiktok-kol,656912,https://www.tiktok.com/@zainalfirmansyah,Kupang,7.53,9.35,46294,1885,4.06,382.23,130922350,partner exclusif
374989586553277,Nina,kol-nina,instagram,ig-kol,1757607,https://www.instagram.com/nina,Jambi,1.41,1.09,13380,771,1.78,9.59,91974542,partner exclusif
141206457856969,Zainal Prasetyo,kol-zainalprasetyo,tiktok,tiktok-kol,284,https://www.tiktok.com/@zainalprasetyo,Makassar,6.25,3.05,9,0,0.74,243.93,266034,influencer
939641501393471,Dina Nugroho,kol-dinanugroho,tiktok,tiktok-kol,12161,https://www.tiktok.com/@dinanugroho,Bekasi,5.55,14.53,1432,74,3.48,262.37,4094122,partner exclusif
697476754448376,Ani,kol-ani,instagram,ig-kol,846,https://www.instagram.com/ani,Kupang,9.85,7.43,31,1,4.35,238.9,350448,influencer
875151650514819,Nur Utama,kol-nurutama,instagram,ig-kol,21224,https://www.instagram.com/nurutama,Mamuju,11.5,13.37,2806,165,4.33,418.47,22192960,partner exclusif
410530952171960,Agus Wibowo,kol-aguswibowo,tiktok,tiktok-kol,370275,https://www.tiktok.com/@aguswibowo,Surabaya,10.08,8.78,15206,791,1.61,345.11,288857578,partner exclusif
754731044442829,Fitri Pratama,kol-fitripratama,instagram,ig-kol,4755,https://www.instagram.com/fitripratama,Balikpapan,3.91,6.31,198,8,4.14,55.0,1349595,partner exclusif
549404829094583,Fikri,kol-fikri,tiktok,tiktok-kol,2042,https://www.tiktok.com/@fikri,Balikpapan,4.94,1.44,27,1,4.84,211.45,1205432,partner exclusif
825889697263293,Dina,kol-dina,facebook,fb-kol,1622,https://www.facebook.com/dina,Padang,2.02,8.1,60,2,3.5,494.91,2834042,partner exclusif
186638831760494,Wawan,kol-wawan,tiktok,tiktok-kol,753602,https://www.tiktok.com/@wawan,Probolinggo,8.11,6.31,53079,3301,3.81,313.64,66619904,partner exclusif
147609612511766,Rendy Putra,kol-rendyputra,facebook,fb-kol,918255,https://www.facebook.com/rendyputra,Denpasar,4.36,1.53,12514,478,3.59,125.24,290111508,partner exclusif
354969094926437,Rian,kol-rian,tiktok,tiktok-kol,1308,https://www.tiktok.com/@rian,Tarakan,6.88,3.57,38,3,0.97,400.35,2735318,partner exclusif
913060407982498,Budi Maulana,kol-budimaulana,facebook,fb-kol,8522,https://www.facebook.com/budimaulana,Semarang,0.16,3.08,122,7,0.14,437.22,2277630,partner exclusif
808064100846487,Lina,kol-lina,facebook,fb-kol,46214,https://www.facebook.com/lina,Semarang,9.19,9.46,3774,95,0.31,0.67,13511913,partner exclusif
150715624742703,Naufal Suryani,kol-naufalsuryani,instagram,ig-kol,609032,https://www.instagram.com/naufalsuryani,Palembang,7.47,5.23,36632,2453,2.28,183.48,128337620,partner exclusif
612850396201464,Lina,kol-lina,instagram,ig-kol,32387,https://www.instagram.com/lina,Lhokseumawe,6.54,2.36,593,33,1.46,581.57,20370478,partner exclusif
524788348003514,Erna,kol-erna,facebook,fb-kol,1944,https://www.facebook.com/erna,Pontianak,4.01,1.75,37,3,2.48,550.37,1435435,partner exclusif
163719328699988,Ani Aulia,kol-aniaulia,tiktok,tiktok-kol,874,https://www.tiktok.com/@aniaulia,Palembang,3.22,2.78,26,1,0.99,89.17,187252,influencer
682126215547776,Ahmad Ruslan,kol-ahmadruslan,tiktok,tiktok-kol,262350,https://www.tiktok.com/@ahmadruslan,Tarakan,2.38,5.8,10642,596,4.89,131.62,49800853,partner exclusif
349502283385935,Pandu Syahputra,kol-pandusyahputra,facebook,fb-kol,170082,https://www.facebook.com/pandusyahputra,Jayapura,4.55,7.88,7280,457,2.63,279.64,290639444,partner exclusif
304209255022135,Hadi Hermawan,kol-hadihermawan,facebook,fb-kol,3252,https://www.facebook.com/hadihermawan,BandaAceh,7.05,7.09,207,9,2.34,233.55,2586846,partner exclusif
723998706998272,Intan,kol-intan,facebook,fb-kol,321935,https://www.facebook.com/intan,Jakarta,8.23,4.26,13228,1057,4.99,446.48,165196026,partner exclusif
553519088346475,Pandu,kol-pandu,instagram,ig-kol,128097,https://www.instagram.com/pandu,Jambi,5.59,11.92,9932,311,3.85,412.72,137519957,partner exclusif
235115480150641,Indah Suryani,kol-indahsuryani,tiktok,tiktok-kol,925060,https://www.tiktok.com/@indahsuryani,Cirebon,1.93,14.3,87863,5078,3.02,356.86,234855261,partner exclusif
914739283861532,Andi,kol-andi,tiktok,tiktok-kol,1787,https://www.tiktok.com/@andi,Bekasi,6.34,6.93,86,2,1.64,544.08,2140414,partner exclusif
728477268128749,Lia Kusuma,kol-liakusuma,instagram,ig-kol,188,https://www.instagram.com/liakusuma,Bandung,4.85,12.15,19,1,4.4,265.33,352059,influencer
471375741200664,Zainal,kol-zainal,tiktok,tiktok-kol,1074,https://www.tiktok.com/@zainal,Batam,10.46,4.25,41,2,4.58,412.79,1411232,partner exclusif
674421861171602,Ratna Wibowo,kol-ratnawibowo,instagram,ig-kol,145,https://www.instagram.com/ratnawibowo,Madiun,3.08,10.69,8,0,2.33,266.04,93279,influencer
745032291000860,Yuli Hartono,kol-yulihartono,tiktok,tiktok-kol,690998,https://www.tiktok.com/@yulihartono,Cirebon,6.43,6.74,20409,1186,2.62,390.77,80186727,partner exclusif
912314334086302,Iwan,kol-iwan,facebook,fb-kol,523,https://www.facebook.com/iwan,Tasikmalaya,5.05,1.79,6,0,0.96,108.41,334008,influencer
368384365362592,Tasya,kol-tasya,tiktok,tiktok-kol,116043,https://www.tiktok.com/@tasya,Depok,9.52,13.85,13747,483,0.48,181.1,233609481,partner exclusif
732675962083259,Irfan Maulana,kol-irfanmaulana,tiktok,tiktok-kol,46306,https://www.tiktok.com/@irfanmaulana,Jambi,0.81,5.74,1694,49,1.03,3.5,23068073,partner exclusif
991157254411463,Iwan,kol-iwan,facebook,fb-kol,566936,https://www.facebook.com/iwan,Mamuju,6.31,2.92,14962,357,2.46,571.27,52974656,partner exclusif
870387951724436,Siska Nasution,kol-siskanasution,instagram,ig-kol,221,https://www.instagram.com/siskanasution,Tangerang,11.67,6.09,7,0,2.53,435.66,448628,influencer
439089191797737,Joko Sulaiman,kol-jokosulaiman,tiktok,tiktok-kol,463,https://www.tiktok.com/@jokosulaiman,Denpasar,2.36,0.39,1,0,2.46,553.93,256910,influencer
691256110737909,Clara Utama,kol-clarautama,instagram,ig-kol,145920,https://www.instagram.com/clarautama,Pekanbaru,2.98,0.71,1088,63,3.39,412.43,104394769,partner exclusif
673179339800656,Fitri,kol-fitri,instagram,ig-kol,14233,https://www.instagram.com/fitri,Palembang,6.45,13.32,1647,105,3.76,553.08,5982097,partner exclusif
819849160010024,Fitri Santoso,kol-fitrisantoso,facebook,fb-kol,378,https://www.facebook.com/fitrisantoso,Yogyakarta,5.89,7.64,14,1,1.07,104.58,443171,influencer
534389896303314,Agus Yuliana,kol-agusyuliana,tiktok,tiktok-kol,72706,https://www.tiktok.com/@agusyuliana,Batam,9.49,0.82,339,23,1.88,302.45,11919969,partner exclusif
419980308346460,Ratna,kol-ratna,tiktok,tiktok-kol,38800,https://www.tiktok.com/@ratna,Prabumulih,10.44,4.34,1616,111,1.85,363.38,18945046,partner exclusif
273658141622760,Grace,kol-grace,facebook,fb-kol,485750,https://www.facebook.com/grace,Bandung,10.87,11.07,34150,1083,0.72,302.43,295924723,partner exclusif
647325903977679,Clara Ruslan,kol-clararuslan,instagram,ig-kol,762638,https://www.instagram.com/clararuslan,Probolinggo,9.22,3.46,15993,777,4.49,56.32,97883677,partner exclusif
950058933675623,Ayuni Putra,kol-ayuniputra,tiktok,tiktok-kol,1784,https://www.tiktok.com/@ayuniputra,BandaAceh,1.43,5.24,82,3,4.71,335.16,1034427,partner exclusif
391974847393827,Putri Sari,kol-putrisari,tiktok,tiktok-kol,14119,https://www.tiktok.com/@putrisari,BandaAceh,5.52,9.1,664,40,4.01,415.84,23095088,partner exclusif
443307297503780,Zainal,kol-zainal,tiktok,tiktok-kol,484207,https://www.tiktok.com/@zainal,Samarinda,8.76,4.63,23585,1763,0.8,-6.63,235606712,partner exclusif
791948909109659,Ria,kol-ria,instagram,ig-kol,98475,https://www.instagram.com/ria,Palembang,3.56,2.34,1324,86,3.68,-14.34,22316685,partner exclusif
862631046505527,Nina Ramadhan,kol-ninaramadhan,instagram,ig-kol,12636,https://www.instagram.com/ninaramadhan,Sorong,8.29,14.33,1670,71,3.46,473.1,6006851,partner exclusif
658455771798151,Lukman,kol-lukman,instagram,ig-kol,1920,https://www.instagram.com/lukman,Tasikmalaya,1.59,5.01,93,7,2.69,231.3,582822,partner exclusif
919620992514399,Ayuni Pratama,kol-ayunipratama,tiktok,tiktok-kol,29747,https://www.tiktok.com/@ayunipratama,Denpasar,7.87,1.5,270,18,0.43,57.32,13018612,partner exclusif
260239402465079,Zainal Halim,kol-zainalhalim,tiktok,tiktok-kol,1047,https://www.tiktok.com/@zainalhalim,Padang,2.34,4.64,52,4,3.01,113.94,2006028,partner exclusif
356430971720929,Zainal Septian,kol-zainalseptian,facebook,fb-kol,338089,https://www.facebook.com/zainalseptian,Semarang,7.3,6.41,11330,901,2.17,-3.94,157874309,partner exclusif
371867584526761,Dedi,kol-dedi,facebook,fb-kol,340896,https://www.facebook.com/dedi,Bekasi,5.93,8.03,26289,1891,2.76,356.63,50750092,partner exclusif
349883894300791,Ani,kol-ani,instagram,ig-kol,110405,https://www.instagram.com/ani,Manado,3.06,9.21,9817,304,4.93,475.05,294632275,partner exclusif
118045396999604,Rian,kol-rian,instagram,ig-kol,299726,https://www.instagram.com/rian,Tasikmalaya,0.23,14.24,40190,3052,0.69,288.64,91943285,partner exclusif
925712227523968,Yudha,kol-yudha,tiktok,tiktok-kol,565,https://www.tiktok.com/@yudha,Samarinda,4.47,2.17,8,0,2.48,85.7,109366,influencer
141584907243385,Andi,kol-andi,instagram,ig-kol,177,https://www.instagram.com/andi,Mataram,0.17,7.01,8,0,1.76,427.91,260799,influencer
479114624577378,Rina,kol-rina,instagram,ig-kol,497,https://www.instagram.com/rina,Depok,4.31,6.62,23,2,1.0,97.53,71105,influencer
424721527892817,Maya Wijaya,kol-mayawijaya,tiktok,tiktok-kol,349,https://www.tiktok.com/@mayawijaya,Jakarta,4.2,0.4,1,0,4.15,246.39,363045,influencer
118357924040139,Zainal,kol-zainal,tiktok,tiktok-kol,1857781,https://www.tiktok.com/@zainal,Palu,7.14,9.59,103958,2904,0.2,594.05,103495431,partner exclusif
933005837375362,Nina Pratama,kol-ninapratama,tiktok,tiktok-kol,150,https://www.tiktok.com/@ninapratama,Pekanbaru,0.72,11.22,10,0,4.54,42.47,146909,influencer
634751147878533,Dewi Ratna,kol-dewiratna,facebook,fb-kol,329,https://www.facebook.com/dewiratna,Probolinggo,7.08,13.7,42,1,3.53,553.81,89258,influencer
867368917374211,Andi Sulaiman,kol-andisulaiman,instagram,ig-kol,17894,https://www.instagram.com/andisulaiman,Medan,11.43,11.91,1137,41,4.84,159.59,21997672,partner exclusif
120189276285036,Satria,kol-satria,facebook,fb-kol,9096,https://www.facebook.com/satria,Pontianak,8.52,7.97,466,15,3.54,322.33,1217683,partner exclusif
722068957692662,Putri Hartono,kol-putrihartono,facebook,fb-kol,1367,https://www.facebook.com/putrihartono,Pontianak,1.69,13.5,117,9,3.13,-13.55,1991004,partner exclusif
